Size,Pressure Class,Bonnet,Yokeboss,Actuator,Name
NPS 6,PN10-16,Ext 1,3  9/16,70i,FCVCAD001159
NPS 6,PN10-16,Ext 1,3  9/16,76i,FCVCAD001160
NPS 6,PN10-16,Plain,5,80,FCVCAD001161
NPS 6,PN10-16,Plain,5,87,FCVCAD001162
NPS 6,PN10-16,Ext 1,5,80,FCVCAD001163
NPS 6,PN10-16,Ext 1,5,87,FCVCAD001164
NPS 6,PN10-16,Plain,5H,100,FCVCAD001165
NPS 6,PN10-16,Ext 1,5H,100,FCVCAD001166
NPS 6,PN25-40,Plain,2 13/16,40i,FCVCAD001167
NPS 6,PN25-40,Plain,2 13/16,45i,FCVCAD001168
NPS 6,PN25-40,Plain,2 13/16,46i,FCVCAD001169
NPS 6,PN25-40,Plain,3  9/16,50i,FCVCAD001170
NPS 6,PN25-40,Plain,3  9/16,60i,FCVCAD001171
NPS 6,PN25-40,Plain,3  9/16,70i,FCVCAD001172
NPS 6,PN25-40,Plain,3  9/16,76i,FCVCAD001173
NPS 6,PN25-40,Ext 1,3  9/16,50i,FCVCAD001174
NPS 6,PN25-40,Ext 1,3  9/16,60i,FCVCAD001175
NPS 6,PN25-40,Ext 1,3  9/16,70i,FCVCAD001176
NPS 6,PN25-40,Ext 1,3  9/16,76i,FCVCAD001177
NPS 6,PN25-40,Plain,5,80,FCVCAD001178
NPS 6,PN25-40,Plain,5,87,FCVCAD001179
NPS 6,PN25-40,Ext 1,5,80,FCVCAD001180
NPS 6,PN25-40,Ext 1,5,87,FCVCAD001181
NPS 6,PN25-40,Plain,5H,100,FCVCAD001182
NPS 6,PN25-40,Ext 1,5H,100,FCVCAD001183
NPS 6,PN63,Plain,2 13/16,40i,FCVCAD001184
NPS 6,PN63,Plain,2 13/16,45i,FCVCAD001185
NPS 6,PN63,Plain,2 13/16,46i,FCVCAD001186
NPS 6,PN63,Plain,3  9/16,50i,FCVCAD001187
NPS 6,PN63,Plain,3  9/16,60i,FCVCAD001188
NPS 6,PN63,Plain,3  9/16,70i,FCVCAD001189
NPS 6,PN63,Plain,3  9/16,76i,FCVCAD001190
NPS 6,PN63,Ext 1,3  9/16,50i,FCVCAD001191
NPS 6,PN63,Ext 1,3  9/16,60i,FCVCAD001192
NPS 6,PN63,Ext 1,3  9/16,70i,FCVCAD001193
NPS 6,PN63,Ext 1,3  9/16,76i,FCVCAD001194
NPS 6,PN63,Plain,5,80,FCVCAD001195
NPS 6,PN63,Plain,5,87,FCVCAD001196
NPS 6,PN63,Ext 1,5,80,FCVCAD001197
NPS 6,PN63,Ext 1,5,87,FCVCAD001198
NPS 6,PN63,Plain,5H,100,FCVCAD001199
NPS 6,PN63,Ext 1,5H,100,FCVCAD001200
NPS 6,PN100,Plain,2 13/16,40i,FCVCAD001201
NPS 6,PN100,Plain,2 13/16,45i,FCVCAD001202
NPS 6,PN100,Plain,2 13/16,46i,FCVCAD001203
NPS 6,PN100,Plain,3  9/16,50i,FCVCAD001204
NPS 6,PN100,Plain,3  9/16,60i,FCVCAD001205
NPS 6,PN100,Plain,3  9/16,70i,FCVCAD001206
NPS 6,PN100,Plain,3  9/16,76i,FCVCAD001207
NPS 6,PN100,Ext 1,3  9/16,50i,FCVCAD001208
NPS 6,PN100,Ext 1,3  9/16,60i,FCVCAD001209
NPS 6,PN100,Ext 1,3  9/16,70i,FCVCAD001210
NPS 6,PN100,Ext 1,3  9/16,76i,FCVCAD001211
NPS 6,PN100,Plain,5,80,FCVCAD001212
NPS 6,PN100,Plain,5,87,FCVCAD001213
NPS 6,PN100,Ext 1,5,80,FCVCAD001214
NPS 6,PN100,Ext 1,5,87,FCVCAD001215
NPS 6,PN100,Plain,5H,100,FCVCAD001216
NPS 6,PN100,Ext 1,5H,100,FCVCAD001217
NPS 8,CL150 RF,Plain,3  9/16,50i,FCVCAD001218
NPS 8,CL150 RF,Plain,3  9/16,60i,FCVCAD001219
NPS 8,CL150 RF,Plain,3  9/16,70i,FCVCAD001220
NPS 8,CL150 RF,Plain,3  9/16,76i,FCVCAD001221
NPS 8,CL150 RF,Ext 1,3  9/16,50i,FCVCAD001222
NPS 8,CL150 RF,Ext 1,3  9/16,60i,FCVCAD001223
NPS 8,CL150 RF,Ext 1,3  9/16,70i,FCVCAD001224
NPS 8,CL150 RF,Ext 1,3  9/16,76i,FCVCAD001225
NPS 8,CL150 RF,Ext 1,5,80,FCVCAD001226
NPS 8,CL150 RF,Ext 1,5,87,FCVCAD001227
NPS 8,CL150 RF,Ext 1,5H,100,FCVCAD001228
NPS 8,CL300 RF,Plain,3  9/16,50i,FCVCAD001229
NPS 8,CL300 RF,Plain,3  9/16,60i,FCVCAD001230
NPS 8,CL300 RF,Plain,3  9/16,70i,FCVCAD001231
NPS 8,CL300 RF,Plain,3  9/16,76i,FCVCAD001232
NPS 8,CL300 RF,Ext 1,3  9/16,50i,FCVCAD001233
NPS 8,CL300 RF,Ext 1,3  9/16,60i,FCVCAD001234
NPS 8,CL300 RF,Ext 1,3  9/16,70i,FCVCAD001235
NPS 8,CL300 RF,Ext 1,3  9/16,76i,FCVCAD001236
NPS 8,CL300 RF,Ext 1,5,80,FCVCAD001237
NPS 8,CL300 RF,Ext 1,5,87,FCVCAD001238
NPS 8,CL300 RF,Ext 1,5H,100,FCVCAD001239
NPS 8,CL300 RTJ,Plain,3  9/16,50i,FCVCAD001240
NPS 8,CL300 RTJ,Plain,3  9/16,60i,FCVCAD001241
NPS 8,CL300 RTJ,Plain,3  9/16,70i,FCVCAD001242
NPS 8,CL300 RTJ,Plain,3  9/16,76i,FCVCAD001243
NPS 8,CL300 RTJ,Ext 1,3  9/16,50i,FCVCAD001244
NPS 8,CL300 RTJ,Ext 1,3  9/16,60i,FCVCAD001245
NPS 8,CL300 RTJ,Ext 1,3  9/16,70i,FCVCAD001246
NPS 8,CL300 RTJ,Ext 1,3  9/16,76i,FCVCAD001247
NPS 8,CL300 RTJ,Ext 1,5,80,FCVCAD001248
NPS 8,CL300 RTJ,Ext 1,5,87,FCVCAD001249
NPS 8,CL300 RTJ,Ext 1,5H,100,FCVCAD001250
NPS 8,CL600 RF,Plain,3  9/16,50i,FCVCAD001251
NPS 8,CL600 RF,Plain,3  9/16,60i,FCVCAD001252
NPS 8,CL600 RF,Plain,3  9/16,70i,FCVCAD001253
NPS 8,CL600 RF,Plain,3  9/16,76i,FCVCAD001254
NPS 8,CL600 RF,Ext 1,3  9/16,50i,FCVCAD001255
NPS 8,CL600 RF,Ext 1,3  9/16,60i,FCVCAD001256
NPS 8,CL600 RF,Ext 1,3  9/16,70i,FCVCAD001257
NPS 8,CL600 RF,Ext 1,3  9/16,76i,FCVCAD001258
NPS 8,CL600 RF,Ext 1,5,80,FCVCAD001259
NPS 8,CL600 RF,Ext 1,5,87,FCVCAD001260
NPS 8,CL600 RF,Ext 1,5H,100,FCVCAD001261
NPS 8,CL600 RTJ,Plain,3  9/16,50i,FCVCAD001262
NPS 8,CL600 RTJ,Plain,3  9/16,60i,FCVCAD001263
NPS 8,CL600 RTJ,Plain,3  9/16,70i,FCVCAD001264
NPS 8,CL600 RTJ,Plain,3  9/16,76i,FCVCAD001265
NPS 8,CL600 RTJ,Ext 1,3  9/16,50i,FCVCAD001266
NPS 8,CL600 RTJ,Ext 1,3  9/16,60i,FCVCAD001267
NPS 8,CL600 RTJ,Ext 1,3  9/16,70i,FCVCAD001268
NPS 8,CL600 RTJ,Ext 1,3  9/16,76i,FCVCAD001269
NPS 8,CL600 RTJ,Ext 1,5,80,FCVCAD001270
NPS 8,CL600 RTJ,Ext 1,5,87,FCVCAD001271
NPS 8,CL600 RTJ,Ext 1,5H,100,FCVCAD001272
NPS 8,BWE,Plain,3  9/16,50i,FCVCAD001273
NPS 8,BWE,Plain,3  9/16,60i,FCVCAD001274
NPS 8,BWE,Plain,3  9/16,70i,FCVCAD001275
NPS 8,BWE,Plain,3  9/16,76i,FCVCAD001276
NPS 8,BWE,Ext 1,3  9/16,50i,FCVCAD001277
NPS 8,BWE,Ext 1,3  9/16,60i,FCVCAD001278
NPS 8,BWE,Ext 1,3  9/16,70i,FCVCAD001279
NPS 8,BWE,Ext 1,3  9/16,76i,FCVCAD001280
NPS 8,BWE,Ext 1,5,80,FCVCAD001281
NPS 8,BWE,Ext 1,5,87,FCVCAD001282
NPS 8,BWE,Ext 1,5H,100,FCVCAD001283
NPS 8,PN10,Plain,3  9/16,50i,FCVCAD001284
NPS 8,PN10,Plain,3  9/16,60i,FCVCAD001285
NPS 8,PN10,Plain,3  9/16,70i,FCVCAD001286
NPS 8,PN10,Plain,3  9/16,76i,FCVCAD001287
NPS 8,PN10,Ext 1,3  9/16,50i,FCVCAD001288
NPS 8,PN10,Ext 1,3  9/16,60i,FCVCAD001289
NPS 8,PN10,Ext 1,3  9/16,70i,FCVCAD001290
NPS 8,PN10,Ext 1,3  9/16,76i,FCVCAD001291
NPS 8,PN10,Ext 1,5,80,FCVCAD001292
NPS 8,PN10,Ext 1,5,87,FCVCAD001293
NPS 8,PN10,Ext 1,5H,100,FCVCAD001294
NPS 8,PN16,Plain,3  9/16,50i,FCVCAD001295
NPS 8,PN16,Plain,3  9/16,60i,FCVCAD001296
NPS 8,PN16,Plain,3  9/16,70i,FCVCAD001297
NPS 8,PN16,Plain,3  9/16,76i,FCVCAD001298
NPS 8,PN16,Ext 1,3  9/16,50i,FCVCAD001299
NPS 8,PN16,Ext 1,3  9/16,60i,FCVCAD001300
NPS 8,PN16,Ext 1,3  9/16,70i,FCVCAD001301
NPS 8,PN16,Ext 1,3  9/16,76i,FCVCAD001302
NPS 8,PN16,Ext 1,5,80,FCVCAD001303
NPS 8,PN16,Ext 1,5,87,FCVCAD001304
NPS 8,PN16,Ext 1,5H,100,FCVCAD001305
NPS 8,PN25,Plain,3  9/16,50i,FCVCAD001306
NPS 8,PN25,Plain,3  9/16,60i,FCVCAD001307
NPS 8,PN25,Plain,3  9/16,70i,FCVCAD001308
NPS 8,PN25,Plain,3  9/16,76i,FCVCAD001309
NPS 8,PN25,Ext 1,3  9/16,50i,FCVCAD001310
NPS 8,PN25,Ext 1,3  9/16,60i,FCVCAD001311
NPS 8,PN25,Ext 1,3  9/16,70i,FCVCAD001312
NPS 8,PN25,Ext 1,3  9/16,76i,FCVCAD001313
NPS 8,PN25,Ext 1,5,80,FCVCAD001314
NPS 8,PN25,Ext 1,5,87,FCVCAD001315
NPS 8,PN25,Ext 1,5H,100,FCVCAD001316
NPS 8,PN40,Plain,3  9/16,50i,FCVCAD001317
NPS 8,PN40,Plain,3  9/16,60i,FCVCAD001318
NPS 8,PN40,Plain,3  9/16,70i,FCVCAD001319
NPS 8,PN40,Plain,3  9/16,76i,FCVCAD001320
NPS 8,PN40,Ext 1,3  9/16,50i,FCVCAD001321
NPS 8,PN40,Ext 1,3  9/16,60i,FCVCAD001322
NPS 8,PN40,Ext 1,3  9/16,70i,FCVCAD001323
NPS 8,PN40,Ext 1,3  9/16,76i,FCVCAD001324
NPS 8,PN40,Ext 1,5,80,FCVCAD001325
NPS 8,PN40,Ext 1,5,87,FCVCAD001326
NPS 8,PN40,Ext 1,5H,100,FCVCAD001327
NPS 8,PN63,Plain,3  9/16,50i,FCVCAD001328
NPS 8,PN63,Plain,3  9/16,60i,FCVCAD001329
NPS 8,PN63,Plain,3  9/16,70i,FCVCAD001330
NPS 8,PN63,Plain,3  9/16,76i,FCVCAD001331
NPS 8,PN63,Ext 1,3  9/16,50i,FCVCAD001332
NPS 8,PN63,Ext 1,3  9/16,60i,FCVCAD001333
NPS 8,PN63,Ext 1,3  9/16,70i,FCVCAD001334
NPS 8,PN63,Ext 1,3  9/16,76i,FCVCAD001335
NPS 8,PN63,Ext 1,5,80,FCVCAD001336
NPS 8,PN63,Ext 1,5,87,FCVCAD001337
NPS 8,PN63,Ext 1,5H,100,FCVCAD001338
NPS 8,PN100,Plain,3  9/16,50i,FCVCAD001339
NPS 8,PN100,Plain,3  9/16,60i,FCVCAD001340
NPS 8,PN100,Plain,3  9/16,70i,FCVCAD001341
NPS 8,PN100,Plain,3  9/16,76i,FCVCAD001342
NPS 8,PN100,Ext 1,3  9/16,50i,FCVCAD001343
NPS 8,PN100,Ext 1,3  9/16,60i,FCVCAD001344
NPS 8,PN100,Ext 1,3  9/16,70i,FCVCAD001345
NPS 8,PN100,Ext 1,3  9/16,76i,FCVCAD001346
NPS 8,PN100,Ext 1,5,80,FCVCAD001347
NPS 8,PN100,Ext 1,5,87,FCVCAD001348
NPS 8,PN100,Ext 1,5H,100,FCVCAD001349
